driver_id,driver_code,first_name,last_name,licence_class,home_facility_id,carrier_id,hire_date,fatigue_accreditation,is_active
390,D00390,William,Nguyen,MC,50,1,2017-06-09,Standard,1
391,D00391,Sophie,Williams,HR,38,2,2024-03-15,BFM,1
392,D00392,Nikau,Ferreira,HC,26,2,2018-02-23,BFM,1
393,D00393,Liam,Rahman,HC,1,1,2017-07-05,BFM,1
394,D00394,Noah,Nikolic,HC,48,2,2016-11-04,Standard,1
395,D00395,Zoe,Nguyen,MC,45,5,2023-07-31,Standard,1
396,D00396,Zoe,Brown,MC,32,1,2019-06-15,BFM,1
397,D00397,Yusuf,Patel,HC,49,2,2015-10-29,AFM,1
398,D00398,Yusuf,Costa,HR,22,10,2023-05-06,Standard,1
399,D00399,Ethan,Papadopoulos,MR,1,5,2022-03-22,AFM,1
400,D00400,Henry,Rahman,HR,28,2,2019-01-20,Standard,1
401,D00401,Hamish,Wang,MC,30,3,2024-04-02,AFM,1
402,D00402,Tahlia,Ahmed,MC,6,1,2022-11-06,BFM,1
403,D00403,Dmitri,Costa,MR,22,7,2021-02-14,AFM,1
404,D00404,Olivia,Murphy,HC,41,10,2018-04-16,Standard,1
405,D00405,Yusuf,Papadopoulos,MC,39,4,2019-02-03,AFM,1
406,D00406,Nikau,Kaur,HR,40,1,2020-08-13,BFM,1
407,D00407,Jack,Kumar,HC,8,4,2019-04-15,BFM,1
408,D00408,Thomas,Martin,HR,22,2,2015-06-01,BFM,1
409,D00409,Wei,Ferreira,MC,2,5,2017-05-09,BFM,1
410,D00410,Henry,Anderson,HC,16,6,2022-05-21,AFM,1
411,D00411,Katya,Horvat,LR,35,2,2022-08-03,BFM,1
412,D00412,Katya,Williams,HR,10,3,2018-12-11,AFM,1
413,D00413,Aisha,Rossi,HR,37,5,2018-07-02,Standard,1
414,D00414,Grace,Horvat,HR,45,10,2016-12-08,Standard,1
415,D00415,Ethan,Brown,HR,39,3,2017-10-21,BFM,1
416,D00416,Katya,Wang,HC,48,1,2016-12-04,Standard,1
417,D00417,Zoe,Kumar,HR,18,7,2022-09-18,Standard,1
418,D00418,Thomas,Taylor,HC,40,8,2017-05-08,AFM,1
419,D00419,Sophie,Patel,HC,33,9,2022-09-11,Standard,1
420,D00420,Dmitri,Ferreira,MC,14,7,2017-03-21,Standard,1
